References,Reaction,Year
"Article; Liao, Yu-Hua; Zhang, Hui; Wu, Zhi-Jun; Cun, Lin-Feng; Zhang, Xiao-Mei; Yuan, Wei-Cheng; Tetrahedron Asymmetry; vol. 20; 20; (2009); p. 2397 - 2402;",Cc1cccc(C=C[N+](=O)[O-])c1.O=C1c2ccccc2Cc2ccccc21>>Cc1cccc(C(C[N+](=O)[O-])C2c3ccccc3C(=O)c3ccccc32)c1,2009
"Article; Liao, Yu-Hua; Zhang, Hui; Wu, Zhi-Jun; Cun, Lin-Feng; Zhang, Xiao-Mei; Yuan, Wei-Cheng; Tetrahedron Asymmetry; vol. 20; 20; (2009); p. 2397 - 2402;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1ccc(Cl)cc1>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2ccc(Cl)cc2)c2ccccc21,2009
"Article; Ray, Sriparna; Shaikh, Mobin M.; Ghosh, Prasenjit; European Journal of Inorganic Chemistry; 13 SPEC. ISS.; (2009); p. 1932 - 1941;",C=CC(=O)OC(C)(C)C.CC(=O)C1CCCC1=O>>CC(=O)C1(CCC(=O)OC(C)(C)C)CCCC1=O,2009
"Article; Ko, Kyungmin; Nakano, Keiji; Watanabe, Shigeru; Ichikawa, Yoshiyasu; Kotsuki, Hiyoshizo; Tetrahedron Letters; vol. 50; 28; (2009); p. 4025 - 4029;",C=CC(=O)OC.CCOC(=O)C(C)C(C)=O>>CCOC(=O)C(C)(CCC(=O)OC)C(C)=O,2009
"Article; Mei, Kul; Jin, Mel; Zhang, Shilei; Li, Ping; Liu, Wenjing; Chen, Xiaobei; Xue, Fei; Duan, Wenhu; Wang, Wei; Organic Letters; vol. 11; 13; (2009); p. 2864 - 2867;",CCCCCC=CC(C)=O.C[N+](=O)[O-]>>CCCCC[C@H](CC(C)=O)C[N+](=O)[O-],2009
Article; Krayushkin; Sevost'Yanova; Yarovenko; Zavarzin; Russian Chemical Bulletin; vol. 58; 10; (2009); p. 2175 - 2177;,O=C1C=CC2CCCC1C2.O=[N+]([O-])C[N+](=O)[O-]>>O=C1CC(C([N+](=O)[O-])[N+](=O)[O-])C2CCCC1C2,2009
"Article; Okuyama, Yuko; Nakano, Hiroto; Watanabe, Yuki; Makabe, Mika; Takeshita, Mitsuhiro; Uwai, Koji; Kabuto, Chizuko; Kwon, Eunsang; Tetrahedron Letters; vol. 50; 2; (2009); p. 193 - 197;",CCCC=O.O=[N+]([O-])C=Cc1ccccc1>>CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,2009
"Article; Zeng, Xiaofei; Zhong, Guofu; Synthesis; 9; (2009); p. 1545 - 1550;",Cc1ccccc1C=C[N+](=O)[O-].O=C1CCCCC1>>Cc1ccccc1[C@H](C[N+](=O)[O-])[C@@H]1CCCCC1=O,2009
"Article; Liao, Yu-Hua; Zhang, Hui; Wu, Zhi-Jun; Cun, Lin-Feng; Zhang, Xiao-Mei; Yuan, Wei-Cheng; Tetrahedron Asymmetry; vol. 20; 20; (2009); p. 2397 - 2402;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1ccc(F)cc1>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2ccc(F)cc2)c2ccccc21,2009
"Article; Ray, Sriparna; Shaikh, Mobin M.; Ghosh, Prasenjit; European Journal of Inorganic Chemistry; 13 SPEC. ISS.; (2009); p. 1932 - 1941;",C=CC(=O)OCC.CC(=O)C1CCCC1=O>>CCOC(=O)CCC1(C(C)=O)CCCC1=O,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1ccc(Cl)cc1,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1cccc([N+](=O)[O-])c1)c1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,2009
"Article; Mei, Kul; Jin, Mel; Zhang, Shilei; Li, Ping; Liu, Wenjing; Chen, Xiaobei; Xue, Fei; Duan, Wenhu; Wang, Wei; Organic Letters; vol. 11; 13; (2009); p. 2864 - 2867;",CC(C)C(=O)C=Cc1ccccc1.C[N+](=O)[O-]>>CC(C)C(=O)C[C@H](C[N+](=O)[O-])c1ccccc1,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccccc1Cl)c1ccc(F)cc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccc(F)cc1)c1ccccc1Cl,2009
"Article; Tsubogo, Tetsu; Yamashita, Yasuhiro; Kobayashi, Shu; Angewandte Chemie - International Edition; vol. 48; 48; (2009); p. 9117 - 9120;",COC(=O)CC(=O)OC.COc1ccc(C=C[N+](=O)[O-])cc1>>COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccc(OC)cc1,2009
"Article; Liao, Yu-Hua; Zhang, Hui; Wu, Zhi-Jun; Cun, Lin-Feng; Zhang, Xiao-Mei; Yuan, Wei-Cheng; Tetrahedron Asymmetry; vol. 20; 20; (2009); p. 2397 - 2402;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-]>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2ccccc2[N+](=O)[O-])c2ccccc21,2009
"Article; Jiang, Xianxing; Zhang, Yifu; Chan, Albert S. C.; Wang, Rui; Organic Letters; vol. 11; 1; (2009); p. 153 - 156;",CC(=O)c1ccc(F)cc1.O=[N+]([O-])/C=C/c1ccco1>>O=C(C[C@@H](C[N+](=O)[O-])c1ccco1)c1ccc(F)cc1,2009
"Article; Jiang, Xianxing; Zhang, Yifu; Chan, Albert S. C.; Wang, Rui; Organic Letters; vol. 11; 1; (2009); p. 153 - 156;",CC(=O)c1ccco1.O=[N+]([O-])C=Cc1cccc(Cl)c1>>O=C(C[C@H](C[N+](=O)[O-])c1cccc(Cl)c1)c1ccco1,2009
"Article; Jiang, Xianxing; Zhang, Yifu; Chan, Albert S. C.; Wang, Rui; Organic Letters; vol. 11; 1; (2009); p. 153 - 156;",CC(=O)c1ccco1.O=[N+]([O-])C=Cc1ccc(F)cc1>>O=C(C[C@H](C[N+](=O)[O-])c1ccc(F)cc1)c1ccco1,2009
"Article; Kim, Se Hee; Kim, Eun Sun; Kim, Taek Hyeon; Kim, Jae Nyoung; Tetrahedron Letters; vol. 50; 46; (2009); p. 6256 - 6260;",C=CCOC(=O)CC#N.O=C1C=CCCC1>>C=CCOC(=O)C(C#N)C1CCCC(=O)C1,2009
"Article; Kim, Se Hee; Kim, Eun Sun; Kim, Taek Hyeon; Kim, Jae Nyoung; Tetrahedron Letters; vol. 50; 46; (2009); p. 6256 - 6260;",C=CCOC(=O)CC#N.O=C1C=CCC1>>C=CCOC(=O)C(C#N)C1CCC(=O)C1,2009
"Article; Zhang, Lei; Lee, Myoung-Mo; Lee, Soo-Mi; Lee, Jihye; Cheng, Maosheng; Jeong, Byeong-Seon; Park, Hyeung-Geun; Jew, Sang-Sup; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3063 - 3066;",COC(=O)CC(=O)OC.O=[N+]([O-])/C=C/c1ccc(Cl)cc1>>COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1,2009
"Article; Kim, Se Hee; Kim, Eun Sun; Kim, Taek Hyeon; Kim, Jae Nyoung; Tetrahedron Letters; vol. 50; 46; (2009); p. 6256 - 6260;",C=CCOC(=O)CC#N.O=C1C=CCCCC1>>C=CCOC(=O)C(C#N)C1CCCCC(=O)C1,2009
"Article; Trost, Barry M.; Hitce, Julien; Journal of the American Chemical Society; vol. 131; 13; (2009); p. 4572 - 4573;",O=C1C=CCO1.O=[N+]([O-])C=Cc1ccco1>>O=C1C=C[C@H]([C@@H](C[N+](=O)[O-])c2ccco2)O1,2009
"Article; Smith III, Amos B.; Atasoylu, Onur; Beshoreb, Douglas C.; Synlett; 16; (2009); p. 2643 - 2646;",C#CC(N)=O.COC(=O)C1CCCCC1=O>>COC(=O)C1(C=CC(N)=O)CCCCC1=O,2009
"Article; Smith III, Amos B.; Atasoylu, Onur; Beshoreb, Douglas C.; Synlett; 16; (2009); p. 2643 - 2646;",C#CC(N)=O.COC(=O)C1CCCC1=O>>COC(=O)C1(C=CC(N)=O)CCCC1=O,2009
Article; Rafikov; Novikov; Shulishov; Konyushkin; Semenov; Tomilov; Russian Chemical Bulletin; vol. 58; 9; (2009); p. 1927 - 1933;,O=C1C=C[C@H]2CO[C@@H]1O2.O=C1[C@@H]2OC[C@@H](O2)[C@H]2CN=N[C@@H]12>>O=C1C[C@H]([C@@]23N=NC[C@@H]2[C@H]2CO[C@H](O2)C3=O)[C@H]2CO[C@@H]1O2,2009
"Article; Chen, Donghui; Chen, Zhenling; Xiao, Xiao; Yang, Zhigang; Lin, Lili; Liu, Xiaohua; Feng, Xiaoming; Chemistry - A European Journal; vol. 15; 28; (2009); p. 6807 - 6810;",CC(C)OC(=O)CC(=O)OC(C)C.O=C(C=Cc1ccccc1)c1ccccc1>>CC(C)OC(=O)C(C(=O)OC(C)C)[C@@H](CC(=O)c1ccccc1)c1ccccc1,2009
"Article; Padmaja, Adivireddy; Payani, Thalari; Mahesh, Konda; Padmavathi, Venkatapuram; Journal of Heterocyclic Chemistry; vol. 46; 6; (2009); p. 1239 - 1246;",CCOC(=O)CC#N.O=C(/C=C/C(=O)c1ccc(Cl)cc1)c1ccccc1>>CCOC(=O)C(C#N)C(CC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,2009
"Article; Trost, Barry M.; Hitce, Julien; Journal of the American Chemical Society; vol. 131; 13; (2009); p. 4572 - 4573;",O=C1C=CCO1.O=[N+]([O-])C=Cc1cccc2ccccc12>>O=C1C=C[C@H]([C@@H](C[N+](=O)[O-])c2cccc3ccccc23)O1,2009
"Article; Liao, Yu-Hua; Zhang, Hui; Wu, Zhi-Jun; Cun, Lin-Feng; Zhang, Xiao-Mei; Yuan, Wei-Cheng; Tetrahedron Asymmetry; vol. 20; 20; (2009); p. 2397 - 2402;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1ccco1>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2ccco2)c2ccccc21,2009
"Article; Trost, Barry M.; Hitce, Julien; Journal of the American Chemical Society; vol. 131; 13; (2009); p. 4572 - 4573;",COc1ccc(C=C[N+](=O)[O-])cc1.O=C1C=CCO1>>COc1ccc([C@H](C[N+](=O)[O-])[C@H]2C=CC(=O)O2)cc1,2009
"Article; Padmaja, Adivireddy; Payani, Thalari; Mahesh, Konda; Padmavathi, Venkatapuram; Journal of Heterocyclic Chemistry; vol. 46; 6; (2009); p. 1239 - 1246;",CCOC(=O)CC#N.O=C(/C=C/C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1>>CCOC(=O)C(C#N)C(CC(=O)c1ccc(Cl)cc1)C(=O)c1ccc(Cl)cc1,2009
"Article; Chowdhury, Raghunath; Ghosh, Sunil K.; Organic Letters; vol. 11; 15; (2009); p. 3270 - 3273;",CC(C)=O.CCOC(=O)C(=C[Si](C)(C)c1ccccc1)C(=O)OCC>>CCOC(=O)C(C(=O)OCC)[C@H](CC(C)=O)[Si](C)(C)c1ccccc1,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.COc1ccc(/C=C/C=C/[N+](=O)[O-])cc1>>COc1ccc(/C=C/[C@H](C[N+](=O)[O-])[C@]2(C(=O)OC(C)(C)C)CCCC2=O)cc1,2009
"Article; Ogawa, Shinichi; Yasui, Hiroyuki; Tokunaga, Etsuko; Nakamura, Shuichi; Shibata, Norio; Chemistry Letters; vol. 38; 10; (2009); p. 1006 - 1007;",C=C(C(=O)OC(C)(C)C)C(F)(F)F.CC(C)(C)OC(=O)C1Cc2ccccc2C1=O>>CC(C)(C)OC(=O)C(CC1(C(=O)OC(C)(C)C)Cc2ccccc2C1=O)C(F)(F)F,2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",N#CCC#N.O=C(/C=C/c1ccc(C(F)(F)F)cc1)c1ccccc1>>N#CC(C#N)[C@H](CC(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,2009
"Article; Ogawa, Shinichi; Yasui, Hiroyuki; Tokunaga, Etsuko; Nakamura, Shuichi; Shibata, Norio; Chemistry Letters; vol. 38; 10; (2009); p. 1006 - 1007;",C=C(C(=O)OC(C)(C)C)C(F)(F)F.CC(C)OC(=O)C1Cc2ccccc2C1=O>>CC(C)OC(=O)C1(CC(C(=O)OC(C)(C)C)C(F)(F)F)Cc2ccccc2C1=O,2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",N#CCC#N.O=C(/C=C/c1ccc2ccccc2c1)c1ccccc1>>N#CC(C#N)[C@H](CC(=O)c1ccccc1)c1ccc2ccccc2c1,2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",N#CCC#N.O=C(/C=C/c1ccccc1Cl)c1ccccc1>>N#CC(C#N)[C@H](CC(=O)c1ccccc1)c1ccccc1Cl,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.COc1ccc(C=C[N+](=O)[O-])cc1>>COc1ccc([C@H](C[N+](=O)[O-])[C@]2(C(=O)OC(C)(C)C)CCCC2=O)cc1,2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",COc1ccc(C(=O)/C=C/c2ccccc2)cc1.N#CCC#N>>COc1ccc(C(=O)C[C@H](c2ccccc2)C(C#N)C#N)cc1,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.COc1ccc(C=C[N+](=O)[O-])cc1OC>>COc1ccc([C@H](C[N+](=O)[O-])[C@]2(C(=O)OC(C)(C)C)CCCC2=O)cc1OC,2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",N#CCC#N.N#Cc1ccc(/C=C/C(=O)c2ccccc2)cc1>>N#Cc1ccc([C@@H](CC(=O)c2ccccc2)C(C#N)C#N)cc1,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.O=[N+]([O-])C=Cc1cccc(Cl)c1>>CC(C)(C)OC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2cccc(Cl)c2)CCCC1=O,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.COc1cccc(C=C[N+](=O)[O-])c1>>COc1cccc([C@H](C[N+](=O)[O-])[C@]2(C(=O)OC(C)(C)C)CCCC2=O)c1,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.O=[N+]([O-])C=Cc1ccc(-c2ccccc2)cc1>>CC(C)(C)OC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2ccc(-c3ccccc3)cc2)CCCC1=O,2009
"Article; Raghuvanshi, Raghvendra Singh; Singh, Krishna Nand; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 48; 8; (2009); p. 1161 - 1163;",CCOC(=O)CC(C)=O.COc1ccc(C=CC(=O)c2ccccc2)cc1>>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(OC)cc1,2009
"Article; Nodes, William J.; Nutt, David R.; Chippindale, Ann M.; Cobb, Alexander J. A.; Journal of the American Chemical Society; vol. 131; 44; (2009); p. 16016 - 16017;",CCOC(=O)/C(C)=C/CCCCC[N+](=O)[O-]>>CCOC(=O)[C@H](C)[C@H]1CCCC[C@@H]1[N+](=O)[O-],2009
"Article; Nodes, William J.; Nutt, David R.; Chippindale, Ann M.; Cobb, Alexander J. A.; Journal of the American Chemical Society; vol. 131; 44; (2009); p. 16016 - 16017;",CCOC(=O)/C(=C/CCCCC[N+](=O)[O-])Cc1ccccc1>>CCOC(=O)[C@H](Cc1ccccc1)[C@H]1CCCC[C@@H]1[N+](=O)[O-],2009
"Article; Zhang, Lei; Lee, Myoung-Mo; Lee, Soo-Mi; Lee, Jihye; Cheng, Maosheng; Jeong, Byeong-Seon; Park, Hyeung-Geun; Jew, Sang-Sup; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3063 - 3066;",COC(=O)CC(=O)OC.O=[N+]([O-])/C=C/c1ccc2ccccc2c1>>COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccc2ccccc2c1,2009
"Article; Bradshaw, Ben; Etxebarria-Jardi, Gorka; Bonjoch, Josep; Viozquez, Santiago F.; Guillena, Gabriela; Najera, Carmen; Advanced Synthesis and Catalysis; vol. 351; 14-15; (2009); p. 2482 - 2490;",C=CC(C)=O.C=CCCC1C(=O)CCCC1=O>>C=CCCC1(CCC(C)=O)C(=O)CCCC1=O,2009
"Article; Mei, Kul; Jin, Mel; Zhang, Shilei; Li, Ping; Liu, Wenjing; Chen, Xiaobei; Xue, Fei; Duan, Wenhu; Wang, Wei; Organic Letters; vol. 11; 13; (2009); p. 2864 - 2867;",CC(=O)C=CCCc1ccccc1.C[N+](=O)[O-]>>CC(=O)C[C@@H](CCc1ccccc1)C[N+](=O)[O-],2009
"Article; Russo, Alessio; Perfetto, Alessandra; Lattanzi, Alessandra; Advanced Synthesis and Catalysis; vol. 351; 18; (2009); p. 3067 - 3071;",COc1ccc(/C=C/C(=O)c2ccccc2)cc1.N#CCC#N>>COc1ccc([C@@H](CC(=O)c2ccccc2)C(C#N)C#N)cc1,2009
"Article; Ogawa, Shinichi; Yasui, Hiroyuki; Tokunaga, Etsuko; Nakamura, Shuichi; Shibata, Norio; Chemistry Letters; vol. 38; 10; (2009); p. 1006 - 1007;",C=C(C(=O)OC(C)(C)C)C(F)(F)F.COC(=O)C1Cc2ccccc2C1=O>>COC(=O)C1(CC(C(=O)OC(C)(C)C)C(F)(F)F)Cc2ccccc2C1=O,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccc(F)cc1)c1ccc(F)cc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccc(F)cc1)c1ccc(F)cc1,2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.O=[N+]([O-])C=Cc1ccc2c(c1)OCO2>>CC(C)(C)OC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2ccc3c(c2)OCO3)CCCC1=O,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccccc1)c1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1ccccc1,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccccc1)C=Cc1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)C=Cc1ccccc1)c1ccccc1,2009
"Article; Escalante, Jaime; Francisco, D. Diaz-Coutino; Molecules; vol. 14; 4; (2009); p. 1595 - 1604;",CC=CC(=O)OC.CC[N+](=O)[O-]>>COC(=O)CC(C)C(C)[N+](=O)[O-],2009
"Article; Yu, Zhipeng; Liu, Xiaohua; Zhou, Lin; Lin, Lili; Feng, Xiaoming; Angewandte Chemie - International Edition; vol. 48; 28; (2009); p. 5195 - 5198;",CC(C)(C)OC(=O)C1CCCC1=O.O=[N+]([O-])C=Cc1cccc2ccccc12>>CC(C)(C)OC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2cccc3ccccc23)CCCC1=O,2009
"Article; Kim, Jinwoo; Jin, Youngeup; Song, Suhee; Kim, Il; Suh, Hongsuk; Chemistry Letters; vol. 38; 10; (2009); p. 1008 - 1008;",C=CC(=O)OCC.CCOC(=O)Cc1cccc2ccccc12>>CCOC(=O)CCC(C(=O)OCC)c1cccc2ccccc12,2009
"Article; Jakubec, Pavol; Cockfield, Dane M.; Dixon, Darren J.; Journal of the American Chemical Society; vol. 131; 46; (2009); p. 16632 - 16633;",C=CCCc1cc(/C=C/[N+](=O)[O-])co1.COC(=O)C1C[C@@H]2/C=C\CCCCN2C1=O>>C=CCCc1cc([C@H](C[N+](=O)[O-])[C@@]2(C(=O)OC)C[C@@H]3/C=C\CCCCN3C2=O)co1,2009
"Article; Reddy, Raju Jannapu; Kuan, Hsuan-Hao; Chou, Tsai-Yung; Chen, Kwunmin; Chemistry - A European Journal; vol. 15; 37; (2009); p. 9294 - 9298;",CCC=O.O=[N+]([O-])/C=C/c1ccccc1Br>>C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1Br,2009
"Article; Reddy, Raju Jannapu; Kuan, Hsuan-Hao; Chou, Tsai-Yung; Chen, Kwunmin; Chemistry - A European Journal; vol. 15; 37; (2009); p. 9294 - 9298;",CCCC=O.O=[N+]([O-])/C=C/c1ccccc1C(F)(F)F>>CC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1C(F)(F)F,2009
"Article; Lombardo, Marco; Chiarucci, Michel; Quintavalla, Arianna; Trombini, Claudio; Advanced Synthesis and Catalysis; vol. 351; 17; (2009); p. 2801 - 2806;",CCC=O.COc1ccc(C=C[N+](=O)[O-])cc1>>COc1ccc(C(C[N+](=O)[O-])C(C)C=O)cc1,2009
"Article; Alba, Andrea-Nekane; Companyo, Xavier; Moyano, Albert; Rios, Ramon; Chemistry - A European Journal; vol. 15; 42; (2009); p. 11095 - 11099;",C=CCCC=CC=O.O=S(=O)(CS(=O)(=O)c1ccccc1)c1ccccc1>>C=CCC[C@H](CC=O)C(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,2009
"Article; Gu, Qing; Guo, Xing-Tao; Wu, Xin-Yan; Tetrahedron; vol. 65; 27; (2009); p. 5265 - 5270;",CC(C)=O.O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])cc1>>CC(=O)C[C@H](C[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccccc1Cl)c1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1ccccc1Cl,2009
"Article; Kobayashi, Shu; Yamaguchi, Miyuki; Agostinho, Magno; Schneider, Uwe; Chemistry Letters; vol. 38; 3; (2009); p. 296 - 297;",CCCOC(=O)CC(=O)OCCC.O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1>>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,2009
"Article; Reddy, Raju Jannapu; Kuan, Hsuan-Hao; Chou, Tsai-Yung; Chen, Kwunmin; Chemistry - A European Journal; vol. 15; 37; (2009); p. 9294 - 9298;",CCC=O.Cc1ccc(/C=C/[N+](=O)[O-])cc1>>Cc1ccc([C@@H](C[N+](=O)[O-])[C@@H](C)C=O)cc1,2009
"Article; Reddy, Raju Jannapu; Kuan, Hsuan-Hao; Chou, Tsai-Yung; Chen, Kwunmin; Chemistry - A European Journal; vol. 15; 37; (2009); p. 9294 - 9298;",CCC=O.O=[N+]([O-])/C=C/c1cccc(C(F)(F)F)c1>>C[C@@H](C=O)[C@H](C[N+](=O)[O-])c1cccc(C(F)(F)F)c1,2009
"Article; Xu, Xinfang; Han, Xingchun; Yang, Liping; Hu, Wenhao; Chemistry - A European Journal; vol. 15; 46; (2009); p. 12604 - 12607;",COC(=O)[C@H](O[C@@H](C(=Cc1ccccc1)C(=O)c1ccccc1)c1ccccc1)c1ccc(OC)cc1>>COC(=O)[C@@]1(c2ccc(OC)cc2)O[C@@H](c2ccccc2)[C@H](C(=O)c2ccccc2)[C@H]1c1ccccc1,2009
"Article; Shi, Jian; Wang, Min; He, Ling; Zheng, Ke; Liu, Xiaohua; Lin, Lili; Feng, Xiaoming; Chemical Communications; 31; (2009); p. 4711 - 4713;",N#CCC#N.O=C(C=Cc1ccccc1)c1ccccc1>>N#CC(C#N)[C@H](CC(=O)c1ccccc1)c1ccccc1,2009
Article; Krayushkin; Sevost'Yanova; Yarovenko; Zavarzin; Russian Chemical Bulletin; vol. 58; 10; (2009); p. 2175 - 2177;,O=C1C=CC2CC1C=CC2=O.O=[N+]([O-])C([N+](=O)[O-])[N+](=O)[O-]>>O=C1CC(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2CC1C=CC2=O,2009
"Article; Baschieri, Andrea; Bernardi, Luca; Ricci, Alfredo; Suresh, Surisetti; Adamo, Mauro F. A.; Angewandte Chemie - International Edition; vol. 48; 49; (2009); p. 9342 - 9345;",C[N+](=O)[O-].Cc1noc(/C=C/c2ccc(Cl)cc2)c1[N+](=O)[O-]>>Cc1noc(C[C@H](C[N+](=O)[O-])c2ccc(Cl)cc2)c1[N+](=O)[O-],2009
